player_id,player_name,team,date,opponent,result,rushing_attempts,rushing_yards,rushing_avg,rushing_td,rushing_lng,receiving_receptions,receiving_targets,receiving_yards
4685702,Quinshon Judkins,cle,Sun 9/14,@BAL,L41-17,10.0,61.0,6.1,0.0,31.0,3,3.0,10.0
4685702,Quinshon Judkins,cle,Sun 9/21,vsGB,W13-10,18.0,94.0,5.2,1.0,38.0,1,2.0,1.0
4685702,Quinshon Judkins,cle,Sun 9/28,@DET,L34-10,21.0,82.0,3.9,1.0,11.0,4,4.0,33.0
4685702,Quinshon Judkins,cle,Sun 10/5,vsMIN,L21-17,23.0,110.0,4.8,0.0,32.0,1,2.0,18.0
4685702,Quinshon Judkins,cle,Sun 10/12,@PIT,L23-9,12.0,36.0,3.0,0.0,6.0,0,1.0,0.0
4685702,Quinshon Judkins,cle,Sun 10/19,vsMIA,W31-6,25.0,84.0,3.4,3.0,46.0,0,0.0,0.0
4685702,Quinshon Judkins,cle,Sun 10/26,@NE,L32-13,9.0,19.0,2.1,0.0,6.0,3,3.0,-2.0
4685702,Quinshon Judkins,cle,Sun 11/9,@NYJ,L27-20,22.0,75.0,3.4,0.0,11.0,2,3.0,10.0
4685702,Quinshon Judkins,cle,Sun 11/16,vsBAL,L23-16,17.0,59.0,3.5,0.0,16.0,0,2.0,0.0
4685702,Quinshon Judkins,cle,Sun 11/23,@LV,W24-10,16.0,47.0,2.9,2.0,11.0,0,0.0,0.0
4685702,Quinshon Judkins,cle,Sun 11/30,vsSF,L26-8,23.0,91.0,4.0,0.0,17.0,3,3.0,18.0
4685702,Quinshon Judkins,cle,Regular Season Stats,196,758,,,,,,88,,
4429795,Jahmyr Gibbs,det,Sun 9/7,@GB,L27-13,9.0,19.0,2.1,0.0,14.0,10,10.0,31.0
4429795,Jahmyr Gibbs,det,Sun 9/14,vsCHI,W52-21,12.0,94.0,7.8,1.0,42.0,3,3.0,10.0
4429795,Jahmyr Gibbs,det,Mon 9/22,@BAL,W38-30,22.0,67.0,3.0,2.0,9.0,5,6.0,32.0
4429795,Jahmyr Gibbs,det,Sun 9/28,vsCLE,W34-10,15.0,91.0,6.1,1.0,24.0,2,2.0,6.0
4429795,Jahmyr Gibbs,det,Sun 10/5,@CIN,W37-24,12.0,54.0,4.5,0.0,9.0,2,2.0,33.0
4429795,Jahmyr Gibbs,det,Sun 10/12,@KC,L30-17,17.0,65.0,3.8,0.0,15.0,1,2.0,0.0
4429795,Jahmyr Gibbs,det,Mon 10/20,vsTB,W24-9,17.0,136.0,8.0,2.0,78.0,3,3.0,82.0
4429795,Jahmyr Gibbs,det,Sun 11/2,vsMIN,L27-24,9.0,25.0,2.8,0.0,7.0,3,3.0,3.0
4429795,Jahmyr Gibbs,det,Sun 11/9,@WSH,W44-22,15.0,142.0,9.5,2.0,43.0,3,4.0,30.0
4429795,Jahmyr Gibbs,det,Sun 11/16,@PHI,L16-9,12.0,39.0,3.3,0.0,11.0,5,8.0,107.0
4429795,Jahmyr Gibbs,det,Sun 11/23,vsNYG,W34-27 OT,15.0,219.0,14.6,2.0,69.0,11,12.0,45.0
4429795,Jahmyr Gibbs,det,Thu 11/27,vsGB,L31-24,20.0,68.0,3.4,0.0,18.0,3,4.0,18.0
4429795,Jahmyr Gibbs,det,Regular Season Stats,175,"1,019",,,,,,397,,
3059915,Kareem Hunt,kc,Fri 9/5,vsLAC,L27-21,5.0,16.0,3.2,0.0,6.0,2,3.0,10.0
3059915,Kareem Hunt,kc,Sun 9/14,vsPHI,L20-17,8.0,31.0,3.9,0.0,11.0,1,1.0,3.0
3059915,Kareem Hunt,kc,Sun 9/21,@NYG,W22-9,10.0,34.0,3.4,1.0,6.0,1,1.0,10.0
3059915,Kareem Hunt,kc,Sun 9/28,vsBAL,W37-20,13.0,34.0,2.6,0.0,7.0,1,1.0,13.0
3059915,Kareem Hunt,kc,Mon 10/6,@JAX,L31-28,7.0,49.0,7.0,2.0,33.0,1,1.0,8.0
3059915,Kareem Hunt,kc,Sun 10/12,vsDET,W30-17,6.0,23.0,3.8,0.0,10.0,1,1.0,11.0
3059915,Kareem Hunt,kc,Sun 10/19,vsLV,W31-0,4.0,18.0,4.5,0.0,9.0,0,0.0,0.0
3059915,Kareem Hunt,kc,Mon 10/27,vsWSH,W28-7,9.0,40.0,4.4,1.0,11.0,1,1.0,2.0
3059915,Kareem Hunt,kc,Sun 11/2,@BUF,L28-21,11.0,49.0,4.5,1.0,13.0,1,2.0,6.0
